country,cnt_per_country_and_6h,pageviews,bounce_rate,Chrome,Safari,Firefox,desktop,mobile,tablet,Macintosh,Windows,Android,iOS,Linux,anomaly_labels,anomaly_scores
India,51,127,0.392,68.627,25.49,5.882,72.549,21.569,5.882,13.725,54.902,15.686,7.843,3.922,1,0.038324957
India,90,199,0.378,51.111,43.333,2.222,84.444,14.444,1.111,42.222,38.889,14.444,0,3.333,-1,-0.024334401
India,43,92,0.395,53.488,34.884,6.977,76.744,20.93,2.326,37.209,37.209,16.279,4.651,2.326,1,0.038986579
India,17,35,0.647,76.471,17.647,5.882,47.059,41.176,11.765,17.647,29.412,52.941,0,0,1,0.008779141
India,54,165,0.426,55.556,33.333,0,83.333,14.815,1.852,31.481,46.296,11.111,5.556,5.556,1,0.032164502
India,62,149,0.339,58.065,33.871,1.613,67.742,32.258,0,30.645,33.871,27.419,3.226,3.226,1,0.038576931
India,46,148,0.304,60.87,32.609,0,67.391,30.435,2.174,30.435,30.435,32.609,0,4.348,1,0.039111938
India,15,48,0.133,66.667,26.667,0,66.667,26.667,6.667,20,46.667,26.667,6.667,0,1,0.020104062
India,52,106,0.404,61.538,32.692,0,75,25,0,38.462,36.538,23.077,1.923,0,1,0.064731254
India,94,194,0.394,55.319,38.298,3.191,87.234,11.702,1.064,39.362,46.809,11.702,1.064,1.064,1,0.005261908
India,41,124,0.39,65.854,26.829,0,75.61,24.39,0,36.585,36.585,24.39,0,2.439,1,0.079476903
India,16,47,0.313,68.75,25,0,56.25,37.5,6.25,18.75,31.25,37.5,6.25,6.25,1,0.036632352
India,39,84,0.308,56.41,35.897,0,87.179,12.821,0,38.462,46.154,10.256,0,2.564,1,0.042684784
India,45,140,0.378,82.222,13.333,4.444,80,20,0,31.111,44.444,17.778,2.222,4.444,1,0.070304277
India,32,95,0.656,84.375,6.25,0,84.375,12.5,3.125,15.625,65.625,12.5,3.125,0,1,0.054127593
India,7,66,0.429,57.143,14.286,0,42.857,57.143,0,0,28.571,42.857,14.286,0,1,0.054124591
India,11,36,0.636,72.727,18.182,9.091,36.364,63.636,0,0,27.273,36.364,27.273,9.091,-1,-0.007202471
India,35,71,0.6,82.857,2.857,8.571,85.714,11.429,2.857,17.143,62.857,14.286,0,5.714,1,0.059448247
India,53,174,0.415,88.679,1.887,1.887,71.698,28.302,0,9.434,39.623,24.528,3.774,5.66,1,0.068723485
India,12,51,0.333,75,16.667,0,75,25,0,8.333,50,16.667,8.333,16.667,1,0.054612511
India,26,77,0.385,88.462,11.538,0,53.846,38.462,7.692,3.846,42.308,34.615,11.538,0,1,0.026296858
India,39,133,0.564,84.615,7.692,0,71.795,25.641,2.564,12.821,48.718,20.513,5.128,5.128,1,0.092898102
India,38,128,0.526,78.947,13.158,5.263,68.421,28.947,2.632,15.789,36.842,23.684,5.263,7.895,1,0.099992303
India,6,10,0.667,83.333,16.667,0,66.667,33.333,0,0,33.333,33.333,0,16.667,1,0.056291609
India,28,63,0.536,78.571,7.143,7.143,50,50,0,14.286,28.571,46.429,3.571,7.143,1,0.094166508
India,37,147,0.541,75.676,13.514,2.703,75.676,24.324,0,13.514,51.351,16.216,8.108,5.405,1,0.088051397
India,31,79,0.516,61.29,9.677,9.677,58.065,38.71,3.226,3.226,29.032,32.258,9.677,12.903,1,0.060014649
India,10,60,0.1,50,50,0,70,30,0,50,20,30,0,0,-1,-0.033316846
India,13,34,0.615,69.231,0,15.385,76.923,23.077,0,0,76.923,15.385,0,7.692,1,0.015281572
India,36,119,0.528,80.556,5.556,2.778,47.222,52.778,0,5.556,44.444,47.222,2.778,0,1,0.103216875
India,34,78,0.706,85.294,11.765,0,55.882,41.176,2.941,5.882,50,29.412,11.765,2.941,1,0.079137074
India,7,22,0.429,85.714,0,0,57.143,42.857,0,14.286,28.571,28.571,0,14.286,1,0.054278077
India,17,86,0.412,76.471,5.882,5.882,47.059,52.941,0,17.647,11.765,41.176,5.882,17.647,1,0.050157235
India,30,46,0.767,90,3.333,0,60,40,0,10,56.667,30,3.333,0,1,0.088430226
India,37,95,0.595,72.973,5.405,8.108,67.568,29.73,2.703,18.919,43.243,24.324,5.405,8.108,1,0.094050066
India,10,51,0.5,90,0,10,40,60,0,0,30,60,0,10,1,0.041695126
India,10,19,0.6,60,20,10,40,60,0,10,30,30,20,10,-1,-0.001525712
India,26,49,0.692,88.462,0,7.692,61.538,38.462,0,19.231,38.462,34.615,0,3.846,1,0.084309481
India,26,51,0.654,76.923,7.692,0,42.308,53.846,3.846,7.692,30.769,50,3.846,7.692,1,0.080584114
India,11,34,0.545,90.909,0,0,72.727,27.273,0,0,36.364,27.273,0,36.364,1,0.020011635
India,34,137,0.588,85.294,0,2.941,64.706,29.412,5.882,20.588,41.176,35.294,0,2.941,1,0.064756286
India,41,127,0.537,80.488,0,7.317,68.293,31.707,0,21.951,43.902,29.268,0,2.439,1,0.098533201
India,43,120,0.512,79.07,4.651,4.651,48.837,51.163,0,16.279,32.558,39.535,4.651,2.326,1,0.100183033
India,11,27,0.636,81.818,9.091,0,36.364,63.636,0,0,27.273,54.545,9.091,9.091,1,0.059723751
India,13,30,0.538,92.308,0,7.692,69.231,30.769,0,7.692,38.462,30.769,0,23.077,1,0.044707393
India,64,451,0.438,79.688,6.25,4.688,78.125,21.875,0,21.875,40.625,17.188,1.562,15.625,1,0.012081401
India,36,65,0.667,69.444,13.889,5.556,55.556,44.444,0,19.444,25,36.111,8.333,8.333,1,0.089203608
India,9,28,0.556,77.778,11.111,0,33.333,66.667,0,0,22.222,55.556,11.111,0,1,0.050881989
India,24,107,0.458,95.833,0,4.167,62.5,33.333,4.167,16.667,29.167,37.5,0,8.333,1,0.061010855
India,41,92,0.634,78.049,7.317,7.317,73.171,26.829,0,9.756,60.976,19.512,7.317,2.439,1,0.107310543
India,45,161,0.556,91.111,6.667,0,40,55.556,4.444,13.333,26.667,53.333,6.667,0,1,0.014427621
India,12,28,0.417,83.333,16.667,0,83.333,16.667,0,8.333,66.667,8.333,8.333,0,1,0.036084615
India,27,90,0.444,59.259,7.407,14.815,66.667,33.333,0,0,55.556,33.333,0,11.111,1,0.063973102
India,35,79,0.6,80,5.714,0,48.571,51.429,0,0,48.571,45.714,5.714,0,1,0.100427832
India,35,74,0.514,82.857,8.571,5.714,54.286,45.714,0,11.429,37.143,40,5.714,5.714,1,0.117661151
India,7,34,0.429,71.429,0,28.571,42.857,57.143,0,28.571,14.286,57.143,0,0,-1,-0.037558401
India,30,103,0.567,73.333,6.667,3.333,50,46.667,3.333,0,43.333,36.667,10,6.667,1,0.09283527
India,40,86,0.65,72.5,5,7.5,60,40,0,5,50,32.5,5,5,1,0.125552989
India,17,47,0.647,64.706,11.765,5.882,70.588,29.412,0,11.765,47.059,23.529,0,11.765,1,0.101897943
India,12,27,0.667,58.333,8.333,16.667,50,41.667,8.333,0,41.667,41.667,8.333,8.333,1,0.005842779
India,24,80,0.542,75,0,12.5,75,25,0,12.5,58.333,20.833,0,8.333,1,0.092928516
India,40,102,0.675,65,12.5,7.5,62.5,35,2.5,5,50,27.5,10,7.5,1,0.09819778
India,32,86,0.563,81.25,6.25,6.25,40.625,59.375,0,3.125,37.5,50,9.375,0,1,0.088331382
India,15,51,0.6,66.667,6.667,13.333,66.667,33.333,0,0,46.667,26.667,6.667,20,1,0.057843202
India,14,55,0.5,64.286,14.286,0,78.571,21.429,0,0,64.286,7.143,7.143,14.286,1,0.043807958
India,41,92,0.61,73.171,9.756,12.195,75.61,19.512,4.878,24.39,46.341,17.073,7.317,4.878,1,0.055610898
India,31,114,0.452,90.323,0,3.226,77.419,22.581,0,12.903,61.29,22.581,0,3.226,1,0.077969195
India,12,24,0.417,100,0,0,66.667,33.333,0,8.333,58.333,33.333,0,0,1,0.057482182
India,24,46,0.667,62.5,16.667,4.167,41.667,58.333,0,4.167,33.333,41.667,16.667,4.167,1,0.054508109
India,32,86,0.5,65.625,6.25,12.5,84.375,12.5,3.125,3.125,62.5,12.5,3.125,18.75,1,0.032784935
India,46,132,0.478,76.087,2.174,4.348,63.043,36.957,0,4.348,56.522,34.783,2.174,2.174,1,0.108228052
India,8,12,0.875,87.5,0,0,37.5,62.5,0,12.5,12.5,62.5,0,12.5,-1,-0.009484223
India,21,60,0.381,80.952,0,4.762,71.429,28.571,0,14.286,42.857,28.571,0,14.286,1,0.077951855
India,50,161,0.54,76,6,8,58,40,2,12,32,34,6,8,1,0.079485617
India,27,86,0.481,66.667,0,14.815,55.556,44.444,0,3.704,44.444,33.333,0,7.407,1,0.08342249
India,10,31,0.4,90,0,0,50,50,0,0,40,50,0,10,1,0.056776203
India,18,42,0.556,66.667,11.111,16.667,61.111,33.333,5.556,5.556,50,27.778,11.111,0,1,0.035700891
India,36,87,0.528,72.222,2.778,8.333,63.889,33.333,2.778,0,61.111,27.778,2.778,0,1,0.071215425
India,35,95,0.571,74.286,2.857,14.286,57.143,42.857,0,8.571,34.286,40,2.857,14.286,1,0.08055947
India,6,12,0.667,83.333,16.667,0,33.333,50,16.667,0,0,50,16.667,0,-1,-0.070129766
India,18,39,0.667,50,16.667,16.667,61.111,38.889,0,5.556,44.444,22.222,11.111,11.111,1,0.032256115
India,49,153,0.571,89.796,2.041,0,77.551,22.449,0,6.122,67.347,20.408,0,2.041,1,0.063985736
India,35,71,0.6,71.429,5.714,0,48.571,42.857,8.571,0,34.286,42.857,8.571,11.429,1,0.037522947
India,9,23,0.444,66.667,11.111,0,55.556,44.444,0,22.222,22.222,44.444,0,11.111,1,0.068030497
India,11,30,0.636,54.545,9.091,0,36.364,54.545,9.091,0,36.364,36.364,18.182,0,-1,-0.00604533
India,35,121,0.657,68.571,11.429,8.571,60,40,0,5.714,48.571,37.143,2.857,5.714,1,0.115192026
India,32,122,0.469,75,6.25,9.375,62.5,34.375,3.125,9.375,40.625,34.375,3.125,12.5,1,0.086340598
India,6,7,0.833,83.333,0,0,33.333,66.667,0,0,33.333,50,16.667,0,1,0.016881285
India,26,66,0.5,65.385,7.692,15.385,65.385,34.615,0,11.538,42.308,26.923,3.846,11.538,1,0.07796678
India,27,103,0.519,70.37,11.111,3.704,66.667,25.926,7.407,22.222,40.741,29.63,3.704,3.704,1,0.069555133
India,28,71,0.607,82.143,10.714,3.571,64.286,35.714,0,7.143,46.429,35.714,0,10.714,1,0.121411377
India,4,7,0.75,100,0,0,25,75,0,0,25,75,0,0,-1,-0.017135197
India,28,90,0.5,82.143,7.143,3.571,67.857,32.143,0,10.714,53.571,28.571,3.571,3.571,1,0.121064588
India,42,86,0.714,80.952,4.762,2.381,54.762,45.238,0,0,52.381,40.476,4.762,2.381,1,0.108284055
India,26,45,0.808,53.846,11.538,15.385,42.308,53.846,3.846,0,34.615,46.154,11.538,7.692,-1,-0.01557161
India,11,61,0.545,72.727,0,18.182,54.545,45.455,0,9.091,27.273,45.455,0,18.182,1,0.022725345
India,15,38,0.6,66.667,20,0,46.667,53.333,0,0,40,33.333,20,6.667,1,0.04044285
India,43,207,0.488,58.14,9.302,13.953,81.395,18.605,0,4.651,55.814,18.605,0,20.93,1,0.00939527
India,31,60,0.71,67.742,6.452,12.903,70.968,29.032,0,3.226,64.516,22.581,6.452,3.226,1,0.085966715
India,7,19,0.429,85.714,14.286,0,42.857,42.857,14.286,14.286,28.571,42.857,14.286,0,-1,-0.02663723
India,30,126,0.567,73.333,6.667,16.667,80,20,0,6.667,43.333,16.667,3.333,30,1,0.021418411
India,41,128,0.561,85.366,7.317,2.439,90.244,9.756,0,9.756,68.293,4.878,4.878,12.195,1,0.030165339
India,42,117,0.571,73.81,9.524,7.143,61.905,38.095,0,14.286,30.952,33.333,4.762,16.667,1,0.097690165
India,10,72,0.4,70,10,0,40,60,0,20,10,60,0,0,1,0.032724949
India,13,43,0.462,84.615,0,0,76.923,23.077,0,15.385,53.846,23.077,0,0,1,0.086679731
India,32,57,0.781,78.125,9.375,9.375,78.125,21.875,0,9.375,68.75,18.75,3.125,0,1,0.075527003
India,26,74,0.577,80.769,3.846,3.846,57.692,42.308,0,11.538,34.615,38.462,3.846,11.538,1,0.114222037
India,8,39,0.375,75,12.5,0,62.5,37.5,0,0,50,25,12.5,0,1,0.071382441
India,16,25,0.75,68.75,6.25,6.25,68.75,31.25,0,12.5,50,31.25,0,6.25,1,0.106586384
India,22,41,0.682,72.727,9.091,9.091,68.182,31.818,0,9.091,50,31.818,0,9.091,1,0.108770004
India,4,38,0,100,0,0,25,75,0,0,25,75,0,0,-1,-0.037609711
India,10,40,0.3,70,0,20,70,20,10,0,70,30,0,0,-1,-0.045828896
India,19,40,0.737,89.474,10.526,0,57.895,42.105,0,5.263,42.105,31.579,10.526,10.526,1,0.072177118
India,26,104,0.423,84.615,0,3.846,57.692,42.308,0,0,57.692,42.308,0,0,1,0.087022443
India,35,66,0.714,65.714,11.429,0,42.857,57.143,0,5.714,25.714,48.571,5.714,8.571,1,0.084011402
India,6,8,0.667,66.667,0,0,0,100,0,0,0,100,0,0,-1,-0.069459886
India,12,20,0.75,75,8.333,0,75,25,0,8.333,50,25,0,16.667,1,0.080518038
India,17,78,0.588,70.588,11.765,11.765,47.059,41.176,11.765,5.882,41.176,41.176,11.765,0,1,0.010065612
India,25,65,0.68,56,12,4,48,52,0,12,20,44,4,20,1,0.056461267
India,8,31,0.5,62.5,0,0,37.5,62.5,0,0,37.5,62.5,0,0,1,0.063712098
India,19,37,0.632,94.737,0,0,36.842,63.158,0,0,26.316,63.158,0,5.263,1,0.051403436
India,36,69,0.639,58.333,5.556,11.111,77.778,19.444,2.778,8.333,61.111,19.444,2.778,8.333,1,0.061145031
India,38,135,0.474,78.947,13.158,0,39.474,57.895,2.632,2.632,31.579,55.263,5.263,5.263,1,0.062591064
India,9,32,0.556,77.778,11.111,0,11.111,77.778,11.111,0,0,77.778,11.111,0,-1,-0.080000352
India,27,93,0.333,62.963,11.111,11.111,51.852,48.148,0,3.704,44.444,44.444,3.704,3.704,1,0.08992469
India,36,75,0.556,77.778,2.778,13.889,69.444,27.778,2.778,8.333,50,30.556,0,11.111,1,0.068119638
India,40,109,0.625,72.5,7.5,10,67.5,32.5,0,12.5,52.5,27.5,5,0,1,0.107444641
India,7,20,0.143,85.714,0,0,42.857,57.143,0,14.286,14.286,57.143,0,0,1,0.023271689
India,12,17,0.833,66.667,8.333,8.333,58.333,41.667,0,0,50,41.667,0,8.333,1,0.070095521
India,34,63,0.706,91.176,2.941,2.941,76.471,23.529,0,2.941,70.588,23.529,0,2.941,1,0.070528935
India,38,90,0.632,76.316,2.632,7.895,57.895,42.105,0,10.526,42.105,36.842,2.632,2.632,1,0.116094012
India,7,13,0.571,71.429,14.286,0,42.857,57.143,0,0,0,42.857,14.286,14.286,1,0.007688046
India,28,99,0.571,85.714,7.143,0,67.857,28.571,3.571,14.286,46.429,25,7.143,7.143,1,0.094835688
India,76,193,0.632,78.947,2.632,7.895,69.737,30.263,0,7.895,47.368,28.947,1.316,14.474,1,0.070677583
India,47,154,0.596,87.234,4.255,2.128,61.702,36.17,2.128,4.255,53.191,36.17,2.128,2.128,1,0.07567072
India,15,38,0.533,73.333,13.333,0,40,60,0,0,26.667,46.667,13.333,0,1,0.060837395
India,24,85,0.458,79.167,0,4.167,79.167,20.833,0,4.167,58.333,20.833,0,16.667,1,0.080806425
India,56,107,0.643,73.214,3.571,8.929,75,25,0,10.714,51.786,23.214,1.786,12.5,1,0.087607126
India,95,276,0.632,88.421,2.105,3.158,50.526,45.263,4.211,1.053,44.211,44.211,5.263,4.211,1,0.010241707
India,12,46,0.583,83.333,0,0,50,50,0,8.333,33.333,41.667,0,8.333,1,0.097467613
India,29,60,0.69,72.414,3.448,3.448,31.034,68.966,0,6.897,20.69,65.517,0,3.448,1,0.050581949
India,40,102,0.525,85,5,2.5,57.5,42.5,0,0,55,37.5,2.5,2.5,1,0.10131417
India,34,93,0.647,67.647,11.765,2.941,44.118,50,5.882,2.941,23.529,44.118,11.765,17.647,1,0.014802051
India,7,11,0.571,71.429,14.286,14.286,57.143,42.857,0,14.286,28.571,42.857,0,0,1,0.056669059
India,30,107,0.6,83.333,6.667,3.333,70,30,0,10,60,30,0,0,1,0.117230871
India,35,92,0.6,80,5.714,5.714,40,57.143,2.857,2.857,34.286,57.143,2.857,2.857,1,0.07945018
India,52,136,0.712,73.077,5.769,1.923,23.077,76.923,0,5.769,17.308,69.231,7.692,0,-1,-0.016646813
India,10,51,0.3,60,0,0,70,30,0,0,40,30,0,30,1,0.025971572
India,43,194,0.674,67.442,0,6.977,55.814,44.186,0,2.326,37.209,41.86,0,16.279,1,0.045671072
India,73,213,0.616,75.342,8.219,9.589,61.644,36.986,1.37,12.329,39.726,34.247,2.74,9.589,1,0.047427075
India,52,165,0.558,76.923,3.846,5.769,40.385,57.692,1.923,1.923,28.846,55.769,3.846,9.615,1,0.036094266
India,14,68,0.357,92.857,0,7.143,64.286,35.714,0,7.143,57.143,35.714,0,0,1,0.076844155
India,29,78,0.586,72.414,10.345,6.897,62.069,37.931,0,20.69,34.483,31.034,6.897,6.897,1,0.118079579
India,40,150,0.475,85,7.5,5,82.5,17.5,0,17.5,62.5,12.5,5,2.5,1,0.061744159
India,35,133,0.657,68.571,11.429,5.714,60,40,0,2.857,42.857,37.143,2.857,11.429,1,0.108891367
India,12,38,0.583,91.667,8.333,0,50,50,0,8.333,33.333,50,0,8.333,1,0.077232104
India,22,36,0.727,81.818,13.636,0,54.545,36.364,9.091,13.636,36.364,36.364,9.091,4.545,1,0.054137964
India,79,196,0.658,79.747,2.532,13.924,78.481,21.519,0,3.797,73.418,21.519,0,1.266,-1,-0.001231025
India,38,86,0.658,78.947,5.263,5.263,68.421,28.947,2.632,5.263,50,28.947,2.632,5.263,1,0.115163121
India,10,15,0.6,80,10,0,40,60,0,0,30,50,10,10,1,0.067342008
India,24,33,0.708,75,4.167,8.333,66.667,33.333,0,4.167,41.667,33.333,0,12.5,1,0.098330166
India,29,89,0.621,82.759,3.448,6.897,82.759,17.241,0,17.241,55.172,17.241,0,10.345,1,0.098711018
India,32,64,0.688,87.5,3.125,3.125,34.375,65.625,0,0,31.25,62.5,3.125,3.125,1,0.061240438
India,8,23,0.625,87.5,12.5,0,50,50,0,0,50,37.5,12.5,0,1,0.066961421
India,23,59,0.739,82.609,4.348,8.696,73.913,26.087,0,8.696,52.174,26.087,0,13.043,1,0.089844112
India,46,125,0.587,78.261,4.348,8.696,65.217,34.783,0,8.696,52.174,28.261,6.522,4.348,1,0.117950445
India,25,87,0.44,80,4,8,52,48,0,0,48,44,4,4,1,0.104780904
India,13,19,0.692,76.923,0,0,61.538,38.462,0,0,38.462,30.769,7.692,15.385,1,0.055961677
India,31,67,0.645,74.194,12.903,0,61.29,35.484,3.226,3.226,41.935,32.258,3.226,16.129,1,0.079640315
India,26,113,0.5,73.077,11.538,3.846,65.385,34.615,0,3.846,53.846,30.769,3.846,3.846,1,0.120530441
India,35,70,0.686,71.429,5.714,0,54.286,45.714,0,0,37.143,42.857,2.857,17.143,1,0.089402358
India,9,14,0.556,77.778,0,0,88.889,11.111,0,22.222,55.556,11.111,0,11.111,1,0.055758651
India,34,90,0.647,76.471,5.882,11.765,61.765,35.294,2.941,5.882,58.824,29.412,5.882,0,1,0.086731028
India,41,93,0.61,75.61,4.878,2.439,63.415,36.585,0,4.878,53.659,31.707,4.878,4.878,1,0.126863836
India,23,53,0.609,65.217,13.043,0,34.783,60.87,4.348,0,26.087,52.174,8.696,8.696,1,0.032568382
India,3,10,0.667,100,0,0,33.333,66.667,0,0,33.333,66.667,0,0,1,0.030242769
India,30,120,0.533,73.333,0,6.667,70,30,0,3.333,60,30,0,6.667,1,0.108172249
India,47,109,0.617,70.213,10.638,8.511,63.83,31.915,4.255,4.255,53.191,27.66,6.383,6.383,1,0.095048577
India,36,96,0.639,80.556,0,5.556,61.111,38.889,0,2.778,52.778,38.889,0,5.556,1,0.109484476
India,16,25,0.75,68.75,18.75,0,18.75,81.25,0,0,18.75,62.5,18.75,0,-1,-0.035885683
India,21,55,0.476,61.905,9.524,0,61.905,38.095,0,9.524,47.619,28.571,9.524,4.762,1,0.093003458
India,32,79,0.594,75,6.25,9.375,81.25,18.75,0,12.5,53.125,15.625,0,12.5,1,0.096361076
India,30,67,0.533,76.667,6.667,6.667,40,53.333,6.667,3.333,26.667,56.667,3.333,10,1,0.048178079
India,9,16,0.444,55.556,33.333,0,44.444,44.444,11.111,0,11.111,33.333,22.222,11.111,-1,-0.0882543
India,20,64,0.55,80,10,0,65,35,0,0,50,30,5,10,1,0.103820615
India,30,75,0.6,66.667,10,10,60,40,0,0,50,26.667,10,10,1,0.094519844
India,33,78,0.697,72.727,9.091,9.091,60.606,36.364,3.03,3.03,42.424,33.333,6.061,15.152,1,0.083870983
India,5,5,1,100,0,0,80,20,0,20,40,20,0,20,-1,-0.011024911
India,22,59,0.636,86.364,4.545,4.545,72.727,27.273,0,13.636,59.091,27.273,0,0,1,0.098610825
India,38,118,0.605,78.947,5.263,0,78.947,21.053,0,23.684,47.368,15.789,2.632,7.895,1,0.102479523
India,45,184,0.578,66.667,8.889,8.889,51.111,46.667,2.222,4.444,31.111,40,4.444,15.556,1,0.034852873
India,6,9,0.667,50,50,0,16.667,83.333,0,0,16.667,33.333,16.667,0,-1,-0.082992678
India,25,77,0.6,72,20,8,72,28,0,4,48,24,0,16,1,0.089101277
India,53,84,0.792,56.604,30.189,5.66,88.679,11.321,0,0,56.604,7.547,1.887,32.075,-1,-0.030929151
India,51,97,0.667,35.294,39.216,3.922,64.706,33.333,1.961,1.961,21.569,29.412,5.882,41.176,-1,-0.042151609
India,11,37,0.636,54.545,9.091,9.091,90.909,9.091,0,18.182,36.364,9.091,0,36.364,1,0.002106894
India,28,110,0.5,64.286,14.286,0,57.143,42.857,0,7.143,35.714,35.714,7.143,14.286,1,0.097682778
India,31,123,0.548,67.742,12.903,12.903,61.29,38.71,0,6.452,45.161,38.71,0,9.677,1,0.091800334
India,36,80,0.611,58.333,19.444,8.333,61.111,38.889,0,0,36.111,36.111,0,25,1,0.048856737
India,7,20,0.286,57.143,28.571,14.286,71.429,28.571,0,0,42.857,28.571,0,28.571,-1,-0.034192958
India,27,67,0.556,70.37,11.111,7.407,70.37,29.63,0,11.111,55.556,25.926,3.704,3.704,1,0.114512305
India,35,67,0.6,60,17.143,2.857,51.429,48.571,0,0,34.286,37.143,8.571,17.143,1,0.069481651
India,26,42,0.692,73.077,11.538,3.846,61.538,38.462,0,11.538,38.462,34.615,3.846,11.538,1,0.10584843
India,10,25,0.8,30,30,10,60,20,20,0,20,20,20,40,-1,-0.152659609
India,33,64,0.727,69.697,6.061,15.152,78.788,21.212,0,3.03,69.697,15.152,6.061,6.061,1,0.038775567
India,40,119,0.625,72.5,15,2.5,67.5,30,2.5,12.5,42.5,25,7.5,10,1,0.090141774
India,32,95,0.625,84.375,3.125,6.25,62.5,37.5,0,12.5,46.875,34.375,3.125,3.125,1,0.122396812
India,16,26,0.688,75,12.5,0,37.5,56.25,6.25,0,31.25,56.25,6.25,6.25,1,0.042831632
India,35,123,0.457,85.714,8.571,2.857,74.286,25.714,0,5.714,60,25.714,0,8.571,1,0.100381238
India,53,160,0.623,75.472,5.66,7.547,75.472,24.528,0,7.547,56.604,24.528,0,11.321,1,0.08271861
India,42,100,0.619,73.81,7.143,14.286,64.286,35.714,0,7.143,42.857,28.571,4.762,14.286,1,0.087573295
India,7,23,0.571,85.714,0,0,28.571,71.429,0,0,14.286,57.143,14.286,0,1,0.02057786
India,27,55,0.444,70.37,3.704,7.407,62.963,37.037,0,11.111,33.333,37.037,0,11.111,1,0.106161223
India,52,127,0.577,86.538,1.923,0,78.846,21.154,0,17.308,53.846,19.231,1.923,3.846,1,0.088573053
India,33,76,0.758,66.667,9.091,6.061,54.545,45.455,0,9.091,39.394,36.364,6.061,6.061,1,0.11376088
India,8,12,0.5,87.5,0,0,50,50,0,25,25,50,0,0,1,0.059882751
India,17,59,0.588,82.353,5.882,5.882,70.588,29.412,0,5.882,58.824,23.529,5.882,0,1,0.106528222
India,30,62,0.667,86.667,0,3.333,56.667,43.333,0,6.667,46.667,43.333,0,3.333,1,0.101690061
India,47,116,0.617,63.83,10.638,10.638,55.319,38.298,6.383,4.255,38.298,34.043,8.511,12.766,1,0.049244748
India,11,52,0.545,100,0,0,45.455,54.545,0,0,45.455,45.455,9.091,0,1,0.053251253
India,24,43,0.792,54.167,12.5,8.333,58.333,37.5,4.167,0,41.667,29.167,8.333,16.667,1,0.023852145
India,41,89,0.61,78.049,9.756,4.878,65.854,26.829,7.317,7.317,56.098,26.829,7.317,2.439,1,0.067186727
India,34,173,0.647,73.529,8.824,8.824,58.824,41.176,0,5.882,44.118,38.235,2.941,5.882,1,0.096894052
India,12,107,0.667,66.667,8.333,0,58.333,41.667,0,0,50,41.667,0,8.333,1,0.098133463
India,11,35,0.636,81.818,0,0,45.455,45.455,9.091,0,45.455,36.364,9.091,0,1,0.039810634
India,38,94,0.526,78.947,13.158,7.895,63.158,36.842,0,7.895,55.263,26.316,10.526,0,1,0.0941193
India,34,69,0.735,67.647,11.765,8.824,52.941,44.118,2.941,0,47.059,35.294,5.882,5.882,1,0.087717145
India,6,10,0.833,83.333,0,0,50,50,0,0,33.333,50,0,16.667,1,0.035429652
India,52,131,0.769,86.538,7.692,1.923,78.846,17.308,3.846,5.769,69.231,13.462,7.692,3.846,1,0.003461506
India,34,84,0.588,82.353,2.941,8.824,64.706,35.294,0,8.824,55.882,35.294,0,0,1,0.115282791
India,29,74,0.621,58.621,10.345,6.897,41.379,55.172,3.448,6.897,31.034,51.724,6.897,3.448,1,0.07183809
India,9,46,0.444,77.778,11.111,0,44.444,55.556,0,11.111,22.222,33.333,22.222,11.111,1,0.015252574
India,16,42,0.563,81.25,6.25,0,68.75,31.25,0,31.25,31.25,31.25,0,6.25,1,0.089977821
India,39,116,0.615,74.359,5.128,2.564,69.231,30.769,0,7.692,56.41,30.769,0,5.128,1,0.127379125
India,39,94,0.641,89.744,0,2.564,53.846,41.026,5.128,0,48.718,41.026,2.564,5.128,1,0.075857217
India,8,37,0.25,100,0,0,50,50,0,12.5,37.5,50,0,0,1,0.034928866
India,19,52,0.632,84.211,5.263,0,47.368,52.632,0,10.526,36.842,52.632,0,0,1,0.09588858
India,32,60,0.656,71.875,9.375,9.375,87.5,12.5,0,0,68.75,12.5,0,18.75,1,0.053015659
India,27,55,0.667,66.667,7.407,3.704,55.556,44.444,0,11.111,33.333,37.037,3.704,14.815,1,0.101154082
India,11,70,0.545,100,0,0,63.636,36.364,0,0,45.455,36.364,0,18.182,1,0.055728489
India,17,33,0.647,52.941,23.529,0,41.176,52.941,5.882,5.882,23.529,41.176,17.647,11.765,-1,-0.018890383
India,41,125,0.585,90.244,0,2.439,73.171,24.39,2.439,9.756,60.976,26.829,0,2.439,1,0.067734505
India,27,56,0.704,77.778,7.407,3.704,55.556,44.444,0,7.407,40.741,33.333,3.704,7.407,1,0.119996481
India,20,44,0.6,75,5,5,70,30,0,5,60,30,0,5,1,0.116189709
India,16,47,0.438,81.25,12.5,6.25,87.5,12.5,0,0,81.25,6.25,6.25,6.25,1,0.020847602
India,38,89,0.579,78.947,2.632,13.158,76.316,23.684,0,13.158,55.263,21.053,2.632,7.895,1,0.095370479
India,38,145,0.684,65.789,5.263,7.895,57.895,39.474,2.632,5.263,44.737,39.474,2.632,7.895,1,0.083656108
India,7,16,0.571,85.714,0,0,57.143,42.857,0,28.571,28.571,42.857,0,0,1,0.065935704
India,23,44,0.652,82.609,0,8.696,65.217,34.783,0,13.043,52.174,34.783,0,0,1,0.102269013
India,40,108,0.6,82.5,12.5,0,67.5,32.5,0,12.5,45,27.5,2.5,7.5,1,0.124738555
